"year","month_no","month_tr","month_en","date","gender","pop_15_plus","labor_force","employment","unemployment","not_in_labor_force","lfp_rate","emp_rate","unemp_rate"
2005,1,"Ocak","January",2005-01-01,"Total",47938,20277,18128,2150,27661,42.3,37.8,10.6
2005,2,"Şubat","February",2005-02-01,"Total",48015,19912,17846,2066,28103,41.5,37.2,10.4
2005,3,"Mart","March",2005-03-01,"Total",48086,20662,18591,2070,27424,43,38.7,10
2005,4,"Nisan","April",2005-04-01,"Total",48163,21242,19258,1983,26922,44.1,40,9.3
2005,5,"Mayıs","May",2005-05-01,"Total",48239,21660,19838,1822,26579,44.9,41.1,8.4
2005,6,"Haziran","June",2005-06-01,"Total",48317,21948,20169,1779,26369,45.4,41.7,8.1
2005,7,"Temmuz","July",2005-07-01,"Total",48392,21878,19954,1924,26514,45.2,41.2,8.8
2005,8,"Ağustos","August",2005-08-01,"Total",48470,22009,20193,1816,26461,45.4,41.7,8.2
2005,9,"Eylül","September",2005-09-01,"Total",48548,21923,20076,1847,26625,45.2,41.4,8.4
2005,10,"Ekim","October",2005-10-01,"Total",48623,21595,19555,2040,27028,44.4,40.2,9.4
2005,11,"Kasım","November",2005-11-01,"Total",48701,21528,19559,1969,27173,44.2,40.2,9.1
2005,12,"Aralık","December",2005-12-01,"Total",48776,21219,19113,2106,27558,43.5,39.2,9.9
2006,1,"Ocak","January",2006-01-01,"Total",48854,20347,18061,2286,28507,41.6,37,11.2
2006,2,"Şubat","February",2006-02-01,"Total",48933,20300,18144,2156,28633,41.5,37.1,10.6
2006,3,"Mart","March",2006-03-01,"Total",49003,20784,18704,2080,28219,42.4,38.2,10
2006,4,"Nisan","April",2006-04-01,"Total",49081,21374,19529,1845,27707,43.5,39.8,8.6
2006,5,"Mayıs","May",2006-05-01,"Total",49157,21969,20299,1670,27188,44.7,41.3,7.6
2006,6,"Haziran","June",2006-06-01,"Total",49235,22148,20607,1541,27087,45,41.9,7
2006,7,"Temmuz","July",2006-07-01,"Total",49311,22322,20368,1954,26989,45.3,41.3,8.8
2006,8,"Ağustos","August",2006-08-01,"Total",49389,22329,20550,1779,27060,45.2,41.6,8
2006,9,"Eylül","September",2006-09-01,"Total",49467,22318,20534,1784,27149,45.1,41.5,8
2006,10,"Ekim","October",2006-10-01,"Total",49543,21848,19968,1881,27695,44.1,40.3,8.6
2006,11,"Kasım","November",2006-11-01,"Total",49621,21820,20089,1731,27801,44,40.5,7.9
2006,12,"Aralık","December",2006-12-01,"Total",49697,21663,19750,1913,28033,43.6,39.7,8.8
2007,1,"Ocak","January",2007-01-01,"Total",49773,20965,18761,2205,28808,42.1,37.7,10.5
2007,2,"Şubat","February",2007-02-01,"Total",49848,20954,18965,1989,28894,42,38,9.5
2007,3,"Mart","March",2007-03-01,"Total",49916,21343,19337,2006,28573,42.8,38.7,9.4
2007,4,"Nisan","April",2007-04-01,"Total",49991,21901,19889,2012,28090,43.8,39.8,9.2
2007,5,"Mayıs","May",2007-05-01,"Total",50064,22403,20701,1702,27661,44.7,41.3,7.6
2007,6,"Haziran","June",2007-06-01,"Total",50139,22649,20962,1687,27490,45.2,41.8,7.4
2007,7,"Temmuz","July",2007-07-01,"Total",50212,22743,20727,2016,27469,45.3,41.3,8.9
2007,8,"Ağustos","August",2007-08-01,"Total",50287,22645,20861,1784,27642,45,41.5,7.9
2007,9,"Eylül","September",2007-09-01,"Total",50362,22502,20573,1929,27860,44.7,40.8,8.6
2007,10,"Ekim","October",2007-10-01,"Total",50435,22120,20064,2056,28315,43.9,39.8,9.3
2007,11,"Kasım","November",2007-11-01,"Total",50510,21752,19780,1973,28757,43.1,39.2,9.1
2007,12,"Aralık","December",2007-12-01,"Total",50583,21471,19392,2079,29111,42.4,38.3,9.7
2008,1,"Ocak","January",2008-01-01,"Total",50651,21382,19076,2306,29269,42.2,37.7,10.8
2008,2,"Şubat","February",2008-02-01,"Total",50712,21179,18918,2261,29533,41.8,37.3,10.7
2008,3,"Mart","March",2008-03-01,"Total",50769,21857,19584,2274,28912,43.1,38.6,10.4
2008,4,"Nisan","April",2008-04-01,"Total",50831,22518,20587,1931,28312,44.3,40.5,8.6
2008,5,"Mayıs","May",2008-05-01,"Total",50890,22742,20948,1793,28148,44.7,41.2,7.9
2008,6,"Haziran","June",2008-06-01,"Total",50951,23378,21406,1971,27573,45.9,42,8.4
2008,7,"Temmuz","July",2008-07-01,"Total",51010,23615,21503,2112,27395,46.3,42.2,8.9
2008,8,"Ağustos","August",2008-08-01,"Total",51071,23138,21045,2092,27934,45.3,41.2,9
2008,9,"Eylül","September",2008-09-01,"Total",51133,23241,21017,2224,27892,45.5,41.1,9.6
2008,10,"Ekim","October",2008-10-01,"Total",51192,23225,20848,2377,27967,45.4,40.7,10.2
2008,11,"Kasım","November",2008-11-01,"Total",51253,22569,20154,2415,28684,44,39.3,10.7
2008,12,"Aralık","December",2008-12-01,"Total",51312,22691,19705,2986,28622,44.2,38.4,13.2
2009,1,"Ocak","January",2009-01-01,"Total",51393,22511,19346,3165,28882,43.8,37.6,14.1
2009,2,"Şubat","February",2009-02-01,"Total",51466,22164,18833,3331,29302,43.1,36.6,15
2009,3,"Mart","March",2009-03-01,"Total",51542,22827,19475,3352,28715,44.3,37.8,14.7
2009,4,"Nisan","April",2009-04-01,"Total",51626,23294,20180,3114,28332,45.1,39.1,13.4
2009,5,"Mayıs","May",2009-05-01,"Total",51707,23503,20540,2963,28204,45.5,39.7,12.6
2009,6,"Haziran","June",2009-06-01,"Total",51791,24180,21309,2871,27611,46.7,41.1,11.9
2009,7,"Temmuz","July",2009-07-01,"Total",51872,24428,21486,2942,27443,47.1,41.4,12
2009,8,"Ağustos","August",2009-08-01,"Total",51956,24119,21151,2968,27837,46.4,40.7,12.3
2009,9,"Eylül","September",2009-09-01,"Total",52039,24410,21223,3187,27629,46.9,40.8,13.1
2009,10,"Ekim","October",2009-10-01,"Total",52120,23983,21187,2796,28137,46,40.6,11.7
2009,11,"Kasım","November",2009-11-01,"Total",52204,23785,20931,2854,28419,45.6,40.1,12
2009,12,"Aralık","December",2009-12-01,"Total",52285,23857,20746,3111,28429,45.6,39.7,13
2010,1,"Ocak","January",2010-01-01,"Total",52376,23473,20339,3133,28903,44.8,38.8,13.3
2010,2,"Şubat","February",2010-02-01,"Total",52474,23569,20243,3326,28905,44.9,38.6,14.1
2010,3,"Mart","March",2010-03-01,"Total",52561,24168,21121,3047,28392,46,40.2,12.6
2010,4,"Nisan","April",2010-04-01,"Total",52661,24449,21761,2689,28211,46.4,41.3,11
2010,5,"Mayıs","May",2010-05-01,"Total",52756,24700,22201,2499,28055,46.8,42.1,10.1
2010,6,"Haziran","June",2010-06-01,"Total",52854,25116,22663,2452,27738,47.5,42.9,9.8
2010,7,"Temmuz","July",2010-07-01,"Total",52949,25277,22719,2558,27671,47.7,42.9,10.1
2010,8,"Ağustos","August",2010-08-01,"Total",53047,24813,22297,2516,28234,46.8,42,10.1
2010,9,"Eylül","September",2010-09-01,"Total",53145,24975,22179,2796,28170,47,41.7,11.2
2010,10,"Ekim","October",2010-10-01,"Total",53240,24674,22212,2462,28566,46.3,41.7,10
2010,11,"Kasım","November",2010-11-01,"Total",53338,24482,22097,2385,28856,45.9,41.4,9.7
2010,12,"Aralık","December",2010-12-01,"Total",53433,24493,21891,2602,28940,45.8,41,10.6
2011,1,"Ocak","January",2011-01-01,"Total",53525,24381,21707,2674,29144,45.6,40.6,11
2011,2,"Şubat","February",2011-02-01,"Total",53610,24434,21776,2657,29177,45.6,40.6,10.9
2011,3,"Mart","March",2011-03-01,"Total",53688,24916,22448,2468,28772,46.4,41.8,9.9
2011,4,"Nisan","April",2011-04-01,"Total",53773,25438,23077,2361,28335,47.3,42.9,9.3
2011,5,"Mayıs","May",2011-05-01,"Total",53856,25815,23615,2199,28041,47.9,43.8,8.5
2011,6,"Haziran","June",2011-06-01,"Total",53941,26067,23886,2181,27874,48.3,44.3,8.4
2011,7,"Temmuz","July",2011-07-01,"Total",54024,26419,24201,2218,27605,48.9,44.8,8.4
2011,8,"Ağustos","August",2011-08-01,"Total",54109,25978,23844,2135,28131,48,44.1,8.2
2011,9,"Eylül","September",2011-09-01,"Total",54195,25964,23740,2224,28231,47.9,43.8,8.6
2011,10,"Ekim","October",2011-10-01,"Total",54277,25670,23716,1954,28608,47.3,43.7,7.6
2011,11,"Kasım","November",2011-11-01,"Total",54363,25294,23100,2195,29068,46.5,42.5,8.7
2011,12,"Aralık","December",2011-12-01,"Total",54445,25053,22881,2172,29392,46,42,8.7
2012,1,"Ocak","January",2012-01-01,"Total",54528,24578,22282,2296,29951,45.1,40.9,9.3
2012,2,"Şubat","February",2012-02-01,"Total",54608,24377,21879,2498,30232,44.6,40.1,10.2
2012,3,"Mart","March",2012-03-01,"Total",54683,25134,22858,2275,29550,46,41.8,9.1
2012,4,"Nisan","April",2012-04-01,"Total",54763,25673,23652,2021,29090,46.9,43.2,7.9
2012,5,"Mayıs","May",2012-05-01,"Total",54841,26303,24325,1978,28538,48,44.4,7.5
2012,6,"Haziran","June",2012-06-01,"Total",54921,26471,24594,1877,28450,48.2,44.8,7.1
2012,7,"Temmuz","July",2012-07-01,"Total",54998,26334,24452,1882,28665,47.9,44.5,7.1
2012,8,"Ağustos","August",2012-08-01,"Total",55078,26286,24172,2113,28793,47.7,43.9,8
2012,9,"Eylül","September",2012-09-01,"Total",55159,26350,24168,2182,28809,47.8,43.8,8.3
2012,10,"Ekim","October",2012-10-01,"Total",55236,26594,24514,2080,28642,48.1,44.4,7.8
2012,11,"Kasım","November",2012-11-01,"Total",55316,26389,24155,2235,28927,47.7,43.7,8.5
2012,12,"Aralık","December",2012-12-01,"Total",55394,26204,23806,2398,29190,47.3,43,9.2
2013,1,"Ocak","January",2013-01-01,"Total",55480,25953,23472,2481,29527,46.8,42.3,9.6
2013,2,"Şubat","February",2013-02-01,"Total",55573,25826,23249,2577,29747,46.5,41.8,10
2013,3,"Mart","March",2013-03-01,"Total",55658,26341,23912,2429,29317,47.3,43,9.2
2013,4,"Nisan","April",2013-04-01,"Total",55751,26918,24579,2339,28833,48.3,44.1,8.7
2013,5,"Mayıs","May",2013-05-01,"Total",55841,27388,25196,2191,28454,49,45.1,8
2013,6,"Haziran","June",2013-06-01,"Total",55935,27386,25289,2098,28548,49,45.2,7.7
2013,7,"Temmuz","July",2013-07-01,"Total",56025,27436,25091,2344,28590,49,44.8,8.5
2013,8,"Ağustos","August",2013-08-01,"Total",56118,27348,24870,2479,28770,48.7,44.3,9.1
2013,9,"Eylül","September",2013-09-01,"Total",56212,27138,24755,2383,29074,48.3,44,8.8
2013,10,"Ekim","October",2013-10-01,"Total",56302,27114,24726,2388,29188,48.2,43.9,8.8
2013,11,"Kasım","November",2013-11-01,"Total",56395,26812,24362,2450,29583,47.5,43.2,9.1
2013,12,"Aralık","December",2013-12-01,"Total",56486,26797,24328,2469,29689,47.4,43.1,9.2
2014,1,"Ocak","January",2014-01-01,"Total",56571,27059,24210,2849,29512,47.8,42.8,10.5
2014,2,"Şubat","February",2014-02-01,"Total",56648,27458,24563,2895,29190,48.5,43.4,10.5
2014,3,"Mart","March",2014-03-01,"Total",56718,28290,25634,2656,28428,49.9,45.2,9.4
2014,4,"Nisan","April",2014-04-01,"Total",56795,28449,25937,2512,28346,50.1,45.7,8.8
2014,5,"Mayıs","May",2014-05-01,"Total",56869,28723,26298,2426,28146,50.5,46.2,8.4
2014,6,"Haziran","June",2014-06-01,"Total",56946,29658,26976,2682,27288,52.1,47.4,9
2014,7,"Temmuz","July",2014-07-01,"Total",57021,28897,26092,2805,28123,50.7,45.8,9.7
2014,8,"Ağustos","August",2014-08-01,"Total",57098,28886,25968,2918,28211,50.6,45.5,10.1
2014,9,"Eylül","September",2014-09-01,"Total",57175,29483,26504,2979,27692,51.6,46.4,10.1
2014,10,"Ekim","October",2014-10-01,"Total",57249,28940,25799,3141,28309,50.6,45.1,10.9
2014,11,"Kasım","November",2014-11-01,"Total",57326,28695,25697,2998,28631,50.1,44.8,10.4
2014,12,"Aralık","December",2014-12-01,"Total",57401,28724,25614,3110,28677,50,44.6,10.8
2015,1,"Ocak","January",2015-01-01,"Total",57475,28334,24959,3375,29140,49.3,43.4,11.9
2015,2,"Şubat","February",2015-02-01,"Total",57545,28661,25299,3362,28884,49.8,44,11.7
2015,3,"Mart","March",2015-03-01,"Total",57609,29055,26036,3019,28553,50.4,45.2,10.4
2015,4,"Nisan","April",2015-04-01,"Total",57679,29171,26375,2796,28508,50.6,45.7,9.6
2015,5,"Mayıs","May",2015-05-01,"Total",57747,29632,27006,2626,28116,51.3,46.8,8.9
2015,6,"Haziran","June",2015-06-01,"Total",57818,30274,27368,2906,27544,52.4,47.3,9.6
2015,7,"Temmuz","July",2015-07-01,"Total",57891,29841,26851,2989,28050,51.5,46.4,10
2015,8,"Ağustos","August",2015-08-01,"Total",57973,30316,27299,3018,27656,52.3,47.1,10
2015,9,"Eylül","September",2015-09-01,"Total",58055,30093,26992,3102,27961,51.8,46.5,10.3
2015,10,"Ekim","October",2015-10-01,"Total",58134,30033,26875,3158,28100,51.7,46.2,10.5
2015,11,"Kasım","November",2015-11-01,"Total",58215,29811,26781,3030,28404,51.2,46,10.2
2015,12,"Aralık","December",2015-12-01,"Total",58294,29377,26174,3204,28917,50.4,44.9,10.9
2016,1,"Ocak","January",2016-01-01,"Total",58368,29413,26026,3386,28955,50.4,44.6,11.5
2016,2,"Şubat","February",2016-02-01,"Total",58433,29521,26265,3256,28912,50.5,44.9,11
2016,3,"Mart","March",2016-03-01,"Total",58493,29783,26780,3003,28711,50.9,45.8,10.1
2016,4,"Nisan","April",2016-04-01,"Total",58558,30467,27684,2783,28091,52,47.3,9.1
2016,5,"Mayıs","May",2016-05-01,"Total",58621,30749,27991,2758,27872,52.5,47.7,9
2016,6,"Haziran","June",2016-06-01,"Total",58686,30768,27653,3115,27918,52.4,47.1,10.1
2016,7,"Temmuz","July",2016-07-01,"Total",58756,30663,27276,3387,28093,52.2,46.4,11
2016,8,"Ağustos","August",2016-08-01,"Total",58835,31275,27822,3453,27560,53.2,47.3,11
2016,9,"Eylül","September",2016-09-01,"Total",58914,30653,27028,3624,28261,52,45.9,11.8
2016,10,"Ekim","October",2016-10-01,"Total",58990,31018,27330,3688,27972,52.6,46.3,11.9
2016,11,"Kasım","November",2016-11-01,"Total",59069,30815,27245,3569,28254,52.2,46.1,11.6
2016,12,"Aralık","December",2016-12-01,"Total",59146,30271,26411,3860,28875,51.2,44.7,12.8
2017,1,"Ocak","January",2017-01-01,"Total",59493,30311,26212,4098,29182,50.9,44.1,13.5
2017,2,"Şubat","February",2017-02-01,"Total",59567,30874,26902,3972,28693,51.8,45.2,12.9
2017,3,"Mart","March",2017-03-01,"Total",59634,30960,27332,3628,28675,51.9,45.8,11.7
2017,4,"Nisan","April",2017-04-01,"Total",59709,31218,27935,3283,28491,52.3,46.8,10.5
2017,5,"Mayıs","May",2017-05-01,"Total",59781,31794,28700,3094,27987,53.2,48,9.7
2017,6,"Haziran","June",2017-06-01,"Total",59855,31709,28399,3310,28146,53,47.4,10.4
2017,7,"Temmuz","July",2017-07-01,"Total",59928,31970,28569,3401,27958,53.3,47.7,10.6
2017,8,"Ağustos","August",2017-08-01,"Total",60002,32244,28838,3406,27758,53.7,48.1,10.6
2017,9,"Eylül","September",2017-09-01,"Total",60077,31977,28652,3326,28099,53.2,47.7,10.4
2017,10,"Ekim","October",2017-10-01,"Total",60149,31977,28622,3355,28172,53.2,47.6,10.5
2017,11,"Kasım","November",2017-11-01,"Total",60223,31779,28598,3181,28444,52.8,47.5,10
2017,12,"Aralık","December",2017-12-01,"Total",60295,31373,28136,3238,28922,52,46.7,10.3
2018,1,"Ocak","January",2018-01-01,"Total",60360,31117,27691,3426,29243,51.6,45.9,11
2018,2,"Şubat","February",2018-02-01,"Total",60415,31349,27961,3388,29066,51.9,46.3,10.8
2018,3,"Mart","March",2018-03-01,"Total",60464,31886,28765,3121,28578,52.7,47.6,9.8
2018,4,"Nisan","April",2018-04-01,"Total",60519,31933,28950,2983,28586,52.8,47.8,9.3
2018,5,"Mayıs","May",2018-05-01,"Total",60571,32308,29266,3041,28264,53.3,48.3,9.4
2018,6,"Haziran","June",2018-06-01,"Total",60626,32454,29128,3326,28172,53.5,48,10.2
2018,7,"Temmuz","July",2018-07-01,"Total",60679,32995,29450,3544,27684,54.4,48.5,10.7
2018,8,"Ağustos","August",2018-08-01,"Total",60734,32807,29149,3658,27927,54,48,11.1
2018,9,"Eylül","September",2018-09-01,"Total",60788,32987,29215,3772,27801,54.3,48.1,11.4
2018,10,"Ekim","October",2018-10-01,"Total",60841,32441,28647,3795,28400,53.3,47.1,11.7
2018,11,"Kasım","November",2018-11-01,"Total",60896,32302,28438,3864,28594,53,46.7,12
2018,12,"Aralık","December",2018-12-01,"Total",60949,31863,27631,4232,29086,52.3,45.3,13.3
2019,1,"Ocak","January",2019-01-01,"Total",61017,31354,26605,4748,29664,51.4,43.6,15.1
2019,2,"Şubat","February",2019-02-01,"Total",61101,32134,27304,4830,28967,52.6,44.7,15
2019,3,"Mart","March",2019-03-01,"Total",61177,32620,28096,4524,28556,53.3,45.9,13.9
2019,4,"Nisan","April",2019-04-01,"Total",61261,32048,27929,4119,29213,52.3,45.6,12.9
2019,5,"Mayıs","May",2019-05-01,"Total",61342,32447,28392,4055,28895,52.9,46.3,12.5
2019,6,"Haziran","June",2019-06-01,"Total",61426,32710,28343,4367,28716,53.3,46.1,13.4
2019,7,"Temmuz","July",2019-07-01,"Total",61507,33322,28637,4685,28185,54.2,46.6,14.1
2019,8,"Ağustos","August",2019-08-01,"Total",61591,33095,28402,4693,28496,53.7,46.1,14.2
2019,9,"Eylül","September",2019-09-01,"Total",61675,33040,28406,4634,28635,53.6,46.1,14
2019,10,"Ekim","October",2019-10-01,"Total",61756,32767,28413,4354,28989,53.1,46,13.3
2019,11,"Kasım","November",2019-11-01,"Total",61840,32453,28254,4199,29387,52.5,45.7,12.9
2019,12,"Aralık","December",2019-12-01,"Total",61921,32077,27728,4349,29844,51.8,44.8,13.6
2020,1,"Ocak","January",2020-01-01,"Total",62015,31373,26953,4420,30642,50.6,43.5,14.1
2020,2,"Şubat","February",2020-02-01,"Total",62119,31320,27081,4239,30798,50.4,43.6,13.5
2020,3,"Mart","March",2020-03-01,"Total",62216,29967,26062,3905,32249,48.2,41.9,13
2020,4,"Nisan","April",2020-04-01,"Total",62321,28794,25096,3698,33526,46.2,40.3,12.8
2020,5,"Mayıs","May",2020-05-01,"Total",62421,29287,25595,3692,33134,46.9,41,12.6
2020,6,"Haziran","June",2020-06-01,"Total",62525,30896,26869,4028,31629,49.4,43,13
2020,7,"Temmuz","July",2020-07-01,"Total",62626,31528,26940,4588,31098,50.3,43,14.6
2020,8,"Ağustos","August",2020-08-01,"Total",62730,31600,27506,4094,31131,50.4,43.8,13
2020,9,"Eylül","September",2020-09-01,"Total",62834,31546,27645,3901,31289,50.2,44,12.4
2020,10,"Ekim","October",2020-10-01,"Total",62935,31422,27415,4007,31512,49.9,43.6,12.8
2020,11,"Kasım","November",2020-11-01,"Total",63039,30688,26728,3960,32351,48.7,42.4,12.9
2020,12,"Aralık","December",2020-12-01,"Total",63140,30271,26327,3944,32869,47.9,41.7,13
2021,1,"Ocak","January",2021-01-01,"Total",63236,31309,27115,4194,31927,49.5,42.9,13.4
2021,2,"Şubat","February",2021-02-01,"Total",63323,31595,27150,4445,31728,49.9,42.9,14.1
2021,3,"Mart","March",2021-03-01,"Total",63401,32100,27907,4193,31301,50.6,44,13.1
2021,4,"Nisan","April",2021-04-01,"Total",63488,32249,28083,4166,31239,50.8,44.2,12.9
2021,5,"Mayıs","May",2021-05-01,"Total",63572,31783,27841,3942,31789,50,43.8,12.4
2021,6,"Haziran","June",2021-06-01,"Total",63659,32607,29227,3380,31053,51.2,45.9,10.4
2021,7,"Temmuz","July",2021-07-01,"Total",63744,33209,29206,4003,30534,52.1,45.8,12.1
2021,8,"Ağustos","August",2021-08-01,"Total",63831,33500,29481,4019,30330,52.5,46.2,12
2021,9,"Eylül","September",2021-09-01,"Total",63918,33898,30144,3754,30020,53,47.2,11.1
2021,10,"Ekim","October",2021-10-01,"Total",64002,33840,30217,3623,30162,52.9,47.2,10.7
2021,11,"Kasım","November",2021-11-01,"Total",64089,33398,29746,3651,30691,52.1,46.4,10.9
2021,12,"Aralık","December",2021-12-01,"Total",64173,33298,29550,3749,30875,51.9,46,11.3
2022,1,"Ocak","January",2022-01-01,"Total",64256,33197,29186,4012,31058,51.7,45.4,12.1
2022,2,"Şubat","February",2022-02-01,"Total",64334,33265,29485,3781,31069,51.7,45.8,11.4
2022,3,"Mart","March",2022-03-01,"Total",64405,33380,29579,3800,31026,51.8,45.9,11.4
2022,4,"Nisan","April",2022-04-01,"Total",64484,33708,30120,3588,30776,52.3,46.7,10.6
2022,5,"Mayıs","May",2022-05-01,"Total",64560,34222,30769,3453,30338,53,47.7,10.1
2022,6,"Haziran","June",2022-06-01,"Total",64639,34773,31409,3364,29865,53.8,48.6,9.7
2022,7,"Temmuz","July",2022-07-01,"Total",64714,34359,30715,3644,30355,53.1,47.5,10.6
2022,8,"Ağustos","August",2022-08-01,"Total",64793,34759,31344,3415,30034,53.6,48.4,9.8
2022,9,"Eylül","September",2022-09-01,"Total",64871,34866,31422,3444,30005,53.7,48.4,9.9
2022,10,"Ekim","October",2022-10-01,"Total",64947,35054,31595,3458,29894,54,48.6,9.9
2022,11,"Kasım","November",2022-11-01,"Total",65026,35401,31897,3504,29625,54.4,49.1,9.9
2022,12,"Aralık","December",2022-12-01,"Total",65102,34811,31173,3637,30292,53.5,47.9,10.4
2023,1,"Ocak","January",2023-01-01,"Total",65166,34641,31058,3583,30524,53.2,47.7,10.3
2023,2,"Şubat","February",2023-02-01,"Total",65214,34401,30752,3649,30813,52.8,47.2,10.6
2023,3,"Mart","March",2023-03-01,"Total",65257,34283,30755,3528,30974,52.5,47.1,10.3
2023,4,"Nisan","April",2023-04-01,"Total",65305,34466,31026,3440,30840,52.8,47.5,10
2023,5,"Mayıs","May",2023-05-01,"Total",65352,34880,31821,3059,30472,53.4,48.7,8.8
2023,6,"Haziran","June",2023-06-01,"Total",65400,34809,31674,3135,30591,53.2,48.4,9
2023,7,"Temmuz","July",2023-07-01,"Total",65446,35310,31873,3437,30137,54,48.7,9.7
2023,8,"Ağustos","August",2023-08-01,"Total",65494,35316,32071,3245,30178,53.9,49,9.2
2023,9,"Eylül","September",2023-09-01,"Total",65542,35321,32185,3135,30222,53.9,49.1,8.9
2023,10,"Ekim","October",2023-10-01,"Total",65589,34851,31985,2865,30738,53.1,48.8,8.2
